resume_text,label,job_title
hands-on experience in rest docker slq linux pyhton django leadership skills: rest docker sql linux python django,Software Development,Backend Developer
actively collaborated in team settings using typescript docker express mongodb recat node logistics leadership skills: typescript docker express mongodb react node,Software Development,Full Stack Developer
actively collaborated in team settings using express mongodb node recat supply chain skills: express mongodb node react,Software Development,Full Stack Developer
hands-on experience in sklearn tensorflow keras pandas excel skills: sklearn tensorflow keras pandas,Data Science,ML Engineer
worked on several projects involving kubernetes aws ci/cd docker critical thinking content writing skills: kubernetes aws ci/cd docker,IT Infrastructure,DevOps Engineer
worked on several projects involving grammar blogging wordpress copywriting attention to detail leadership skills: grammar blogging wordpress copywriting,Content,Content Writer
worked on several projects involving tensorflow pyhton pandas keras accounting attention to detail skills: tensorflow python pandas keras,Data Science,ML Engineer
responsible for developing solutions using selenium testng junit manual testing postman logistics communication skills: selenium testng junit manual testing postman,Software QA,QA Tester
passionate about learning new technologies such as grammar wordpress copywriting seo accounting excel skills: grammar wordpress copywriting seo,Content,Content Writer
actively collaborated in team settings using jvaa xml kotlin android studio communication skills: java xml kotlin android studio,Software Development,Android Developer
hands-on experience in linux ci/cd jenkins docker aws kubernetes leadership communication skills: linux ci/cd jenkins docker aws kubernetes,IT Infrastructure,DevOps Engineer
responsible for developing solutions using swift firebase ui design xcode cocoa accounting team player skills: swift firebase ui design xcode cocoa,Software Development,iOS Developer
passionate about learning new technologies such as mongodb typescript docker recat accounting skills: mongodb typescript docker react,Software Development,Full Stack Developer
hands-on experience in android studio xml firebase kotlin problem solving skills: android studio xml firebase kotlin,Software Development,Android Developer
passionate about learning new technologies such as employee relations hrms onboarding recruitment communication supply chain skills: employee relations hrms onboarding recruitment,HR,HR Specialist
responsible for developing solutions using kotlin firebase xml android studio communication skills: kotlin firebase xml android studio,Software Development,Android Developer
responsible for developing solutions using docker ci/cd aws jenkins linux kubernetes leadership skills: docker ci/cd aws jenkins linux kubernetes,IT Infrastructure,DevOps Engineer
worked on several projects involving mongodb express node docker leadership communication skills: mongodb express node docker,Software Development,Full Stack Developer
passionate about learning new technologies such as firebase jvaa xml android studio kotlin content writing skills: firebase java xml android studio kotlin,Software Development,Android Developer
hands-on experience in recruitment onboarding hrms employee relations payroll logistics attention to detail skills: recruitment onboarding hrms employee relations payroll,HR,HR Specialist
actively collaborated in team settings using keras numpy pandas tensorflow presentation skills skills: keras numpy pandas tensorflow,Data Science,ML Engineer
worked on several projects involving user testing prototyping figma xd critical thinking leadership skills: user testing prototyping figma xd,Design,UI/UX Designer
actively collaborated in team settings using recat typescript node docker express mongodb team player leadership skills: react typescript node docker express mongodb,Software Development,Full Stack Developer
actively collaborated in team settings using forecasting excel erp budgeting problem solving skills: forecasting excel erp budgeting,Finance,Finance Analyst
